title,title_link,company,"SOFTWAREARTISAN,WHAT?Experienceworkingoncross-functionalteams—Fusioniskindofabigdealhere.OurSoftwareArtisansaresuccessfulbecausetheyhave",result-link-bar,tt_set,turnstileLink,slNoUnderline,location,date,location1
Software Product Manager - Base Software,https://www.indeed.com/rc/clk?jk=7463cfd67bc6fcda&fccid=a2faf1301ac6ad4b&vjs=3,Bosch Group,"2+ years of experience as Software Product Manager, Software Product Owner or similar Agile role. In order to meet key project milestones, you will need to...",20 days ago   -  save job - more...,-  save job - more...,Bosch Group,"3,898 reviews","Plymouth, MI 48170",20 days ago,
IBM Qradar Consultant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYHKm9ZERH-RujwjRYRz2gK1lm1zsc9gZQKyji1LWPyY7RZg4OprLuYO8u8g2ZmXyRTiqWZnMDh4b8fIS-zKEbUYaWD6nn69NDzfWlctUViSzcdLwWU3MjUNqG6b-PA8JQYJR5-XjScC8mDK1pwfXcimE2xYbosyOllzhdUIMUvftzCkgPjOtbs6He5iFeFnfwCyD1xjiG4eagE5rEsbTtgcoaLBOc6TsqPg6QTACjPZ5jYNqnckrSsPiqMadAGdnFwcqRyS_QqrRYfsOwJ481ucC50053BSHdr4MzW--Tf1YmLAZYVmcXSKIpTaX7Hg7BjQ7Zv4y__xSvIE7s-k6FQZgcRR8TfsVACPE9q4kieRAG8mOgyuBiKUQyo_RISy-qG9gB40jgMSa3OZFZl2N8hu_evVhflz8cMcSyAxYICw==&vjs=3&p=1&fvj=1,Synergy Solutions,"Administer SIEM software platform at the customer site or remote. Our intention is to develop employees to their highest potential, no matter what their job...",Sponsored - save job,save job,,,,,"Detroit, MI"
Application Development Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D3pY9BZr6K8HGw2_tgPfJbubO3fx-95i-wxmIgQH2CvM7Wo6TRElqc5UXzmc5OFlc6bHvwpwZMYLdNakpv1P7Xo1Vwd_29hg3sedS4l4jRTAhadFzA3pUu9lTucNOOChSGCTpT1Ejo_eywcVjcTL5GHUUPFACwLotCfsrC7KEAdHAFAzsrO_c-11UdW_1_ImEFfg36lPJkyAbj1tejT6UchqjAlGf-MZboMly491QmaC6oG4TSRUOKjqJARJVOLJAPtbMjdDISc3H8kzhAkR_DG3rFOaiB3gn4NW5qE9sKd7cHgNlNwCq2DJ4Xt2ioJGtdpUrxf1HIvA6p34AdDwmQCWVdpHullX9NLbVAwbl_zoWbtjAYme3Jmp_3u6i0DpZwhtAHVv1He6AUf5Uo6xc5BLBD6f5zMjiXAkMXfTPOOCsTcsooORQcj_La7i7lv751aG-xjU2yuA==&vjs=3&p=2&fvj=1,BOREALIS COMPOUNDS,"Mastery Microsoft Office software (Excel, Word, PowerPoint). Paid vacation, sick and personal time. THIS IS A REMOTE ROLE.*....",Sponsored - save job,save job,,,,,"Detroit, MI"
Restaurant Supervisor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Aeoa_BLdn4-TUhZAEUm356iOofpG5JQF4e56GJJ31lUSV8ns-Gdc8IN9s5P3izbOe-9QMjtHuwugInHChHFmpJM94YcYiadFANZHUIVGXKVJVLjbPf2sFPqrtqutR1-pIKBHKcrIi2cCgfZQFnWLa7Nq3He8ZC7ZJJnq9vc7Ff_48wAlD659KZ2aIJiX7u6wLagejbRCs6trN4qB6ep02wTmYJkoKDWHijWcZ--4YXNw1cvHtroZI0Ha4b5BUbs76qfgESB-UYJiLteGAiQ4r9XyzK4v2uhX7B4eqDO5eGAvsrZO0LQNnUggOvwQehRx36qMhQ-ZKIrLRJOaBhfQYvPpz7zrNxI05yuqhO9arhMX27G9vQvmhcGmm1-Cqt3NrgCxhYPu6jkKcBSMaP9m5-PC7QZl52Ns23eLzOtMCmmORv8c7ATmYg1tb9y-C8404=&vjs=3&p=3&fvj=1,Hojeij Branded Foods AP United - Detroit Metro Airport,"Ability to use restaurant management software. With 4 more coming very soon.........Margaritaville, Atwater Brewery, Mod Pizza, Detroit Street Cafe (featuring...",Sponsored - save job,save job,,,,,"Romulus, MI 48174"
TMS Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUcCim-8arVpY4QHtfTeapNiXt6EtBpksc0MfIcaNRz3NKetniaYWID10PN41OjM0DD0MYP1u1IBZxM-U1Uh-lXVRAs0xvzRpPLzdF18Fly8jn_U2u5KVH_4u6TTzpSVk_XEKCX4PawSWy-LzAmXJJV8J_wfvOcr96We2Qq4afftOImaMxBGNSG5_Ej4b2xF2pG-gIjCZhD-7XBA-5PvSuflJR4K38gMFaJLDLIoPkIwT4yS7gp3tLLEqCSsUrKMv0t0k6vZ3kka0YlnTj76gia1fxXAXSSX2bet2CenLmfq5qrGBEe1toaIpmORGX03Uu-wY3ptFdiCvNbLzIA131bUgKWFMob05hU3U_BxY1qOR04r8bMXlFyTNfygIkvNYSL_D2vvrwMmkU2iSoQ7lbHWy4XngnUG-0kSa_5RU2yA==&vjs=3&p=4&fvj=1,Greenbrook TMS NeuroHealth Centers,Billing software knowledge. Varies based on education and work history – ballpark $32/year plus competitive benefits package including paid vacation and medical...,Sponsored - save job,save job,Greenbrook TMS NeuroHealth Centers,13 reviews,,,"Novi, MI"
Software Development Engineer - PLC Controls and Robotics En...,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGZ2zI3ODdr6YcAn6pSWROmy3rjBlMvxCYU6oDKTzkdRlp8r5QSxFWnla12Wq6uBYZBVP4PEl5VFr5C_4g5UejyIwEYPymCVFijZPvrI7TrLnlWhOWSd07X9qraO-0V7f2xzG2l4-J1HnjuXU5P3pac57y4wxPycCQ1DRAhC0AVMb-sEzMxuNtpnUgvCUgJZ04ln2rmtXvixuApIQdapbfOH9SBXiBFeAkh9Gu6nOvYxy9dT9c6InGCPo-K2TZ7DBH1Ncn4sXANxlsAWtZLdlyxpyEtvFYeUwe9MGwvoV0RaL5odLL36CaLNZERMUa2DEZBtmNm4gCGExmP5-8JFEO1pVegvAgVYWeARayBmIFMOgv4L2BkpWlQqTVqAj2fZ8mt5eSammGRRDtSlgh17uH90RqTDmT3G4FJX-FRbDPuFRJdV3RjTMdgtVUk3H_U0ykck2IoDffdDhF01qusZeEMkC1PO_OsPFN0gWDl-Eq2ioPZbcYEMnx0mkQ9YQUG7U=&vjs=3&p=5&fvj=1,"Optomec, Inc.","Software Development Engineer*. Technical proficiency in software applications. Control systems, software, mechatronics, vision and motion control....",Sponsored - save job,save job,"Optomec, Inc.",5 reviews,,,"Detroit, MI"
Graphics & Social Media Coordinator,https://www.indeed.com/rc/clk?jk=c2f39b09dd9ab664&fccid=e731ace9b462982f&vjs=3,Roush Enterprises,"Actively engage with the audience through social media networks including but not limited to Twitter, Pinterest, YouTube, Facebook and Instagram and keep a...",13 days ago   -  save job - more...,-  save job - more...,Roush Enterprises,287 reviews,"Plymouth, MI",13 days ago,
Amazon Marketplace Specialist,https://www.indeed.com/company/Myvpro.com/jobs/Amazon-Marketplace-Specialist-bb6c9db4d34f0510?fccid=3ea01dbba992ec4c&vjs=3,Forevern LLC.,Ability to learn how to use new software. Paid Time Off. The successful candidate will possess an entrepreneurial spirit with the ability to collaborate with...,30+ days ago   -  save job - more...,-  save job - more...,,,"Troy, MI 48083",30+ days ago,
"Cyber Security Engineer, Embedded Software","https://www.indeed.com/company/Optimal-CAE,-Inc/jobs/Cyber-Security-Engineer-41ce4b49628f733b?fccid=5d694e537084aba9&vjs=3","Optimal CAE, Inc",Align software deliverables with vehicle program timing and electrical engineering processes to enhance software quality launches and conduct embedded software...,4 days ago   -  save job - more...,-  save job - more...,"Optimal CAE, Inc",5 reviews,"Dearborn, MI",4 days ago,
Flight Ops Intern,https://www.indeed.com/rc/clk?jk=51ccbebdd0bb68d4&fccid=c0dd1c32999505e9&vjs=3,Masco,"Collect, review, and input trip log details into record-keeping software. MAS) is one of the world’s largest manufacturers of brand-name products for the home...",7 days ago   -  save job - more...,-  save job - more...,Masco,490 reviews,"Romulus, MI",7 days ago,
Product Advisor - The Somerset Collection (Part Time),https://www.indeed.com/rc/clk?jk=9062ba3c15e242c6&fccid=734cb5a01ee60f80&vjs=3,Microsoft,Illuminate product offerings and cross platform ecosystem integration through in-store experiences and learning engagements that build on increased utilization...,30+ days ago   -  save job - more...,-  save job - more...,Microsoft,"5,639 reviews","Troy, MI",30+ days ago,
Software Architect,https://www.indeed.com/rc/clk?jk=9285f4f191e22b24&fccid=44b0ad876cd5997d&vjs=3,ESG Automotive Inc.,Develop feature focused software architectures and designs that are scalable across different physical architectures....,4 months ago   -  save job - more...,-  save job - more...,ESG Automotive Inc.,6 reviews,"Dearborn, MI",4 months ago,
Engineering Technical Assist,https://www.indeed.com/rc/clk?jk=5fb53b92221db992&fccid=f8cf4605deb0ecbd&vjs=3,Beaumont Health,"Uses a combination of as-built documents, reports, field investigation and appropriate software to. Checks electronic files for minimum requirements set by the...",12 days ago   -  save job - more...,-  save job - more...,Beaumont Health,"1,239 reviews","Southfield, MI",12 days ago,
Junior ERP Business Analyst,https://www.indeed.com/rc/clk?jk=72f2bf89c2abb760&fccid=44744dad1272852d&vjs=3,Peninsula Plastics,Ability to train people and how team members how to operate software. Competency in manufacturing processes and practices and an understanding of how software...,15 days ago   -  save job - more...,-  save job - more...,Peninsula Plastics,27 reviews,"Auburn Hills, MI 48326",15 days ago,
"Technical Instructors, Applications Instructors & Business S...",https://www.indeed.com/rc/clk?jk=3f244f7f8d1df5d8&fccid=f53a39a560b71e4b&vjs=3,NH Learning Solutions,"If you are an experienced software, technical or business skills trainer, please submit your resume for consideration....",13 days ago   -  save job - more...,-  save job - more...,,,"Livonia, MI 48154",13 days ago,
Intern - Ignition,https://www.indeed.com/rc/clk?jk=c6a866f8c4924501&fccid=6b1d4c6a030aa13e&vjs=3,Federal-Mogul LLC,"CAD software (ProE, Unigraphics). Responsible for developing solid models and technical drawings for various ignition components using commercial software...",Federal-Mogul Corporation - 6 days ago   -  save job - more...,-  save job - more...,Federal-Mogul LLC,"1,433 reviews","Plymouth, MI 48170",6 days ago,
Operations Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CkyB3F93wUdl4REiibRwgsbjEj47W3s1qj7TTNNo9dFyH5-Y-HgAZLl9CiHP1Xi_L9hMijJrKE-ceqxbBRSyO-pyGfleoWBKHBctXC_xOOvYY84_RiTOT-On3Ef1JfIDI5WXyO3A5oexX6qTxxs5xs2i5UbPKLSsQuW3JHDqgVqDSmFqbO7iEDOG1XaudOLPE5aOQii4nd8L0jfp8T8-ymL5A5Lhq_wjYD9K32iBa2fe7r_smTC8beGn3XO3i5ibJqCZUJZWYIyLjVgpOwPu5xXgzfzd_gm57HWZRt8Sisn1-ud2NnbM0sGekToJ2BZQffVyjHzSOraH15gCLEWLpJkkeFXErwFEl2H0ukzK5igGWYhk9RnFwKqgUeOa4w25dt41Tsnq-i4eIt7LsXra_xheA2YORuM4kYFhadITLCXK1UhvPJcdMi&vjs=3&p=1&fvj=1,Lady Jane's Haircuts for Men,"Ability to navigate a number of computer programs, including but not limited to Microsoft Office, Concur Expense Management, and a customized POS software....",Sponsored - save job,save job,Lady Jane's Haircuts for Men,101 reviews,,,"Birmingham, MI"
Processing Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AhcQv4ry1MnFIvt5TWRYiyCyCUxF7fV5ky9jNtkL1EVudVqCs2QS3u1ji6PMdjzOAbUtb5Sq5UO_erav31T1-yIs6rLHBlB-n0_kO64whtpNWsb6saEyoFX4JObWSj2XPz5wFqdfNW-EGRcCzFlWZ7lk8vceQc-burXoNfpDGcID3_ix4iiwc4vYWO66zoiZK4mpAzxqvYAn9U3x-15_s4zxzEffyd-715AzWympcJiwXkVFvXsCOz-xPYfB6Ci9zWMDBCrTPaICZ10bFpF0sDgHKX_9vR89bL2xFLvP72Ocf6jRFUmQBbvQODECnVaVD37IayzZZWamB9dhWLWqlF8rgsUeGE6x-_w4LZhVNVAdtRsZSr8vFs0pX5wJA02G97jkntR18shb12CFU4ENYu&vjs=3&p=2&fvj=0,Octapharma Plasma,At Octapharma Plasma you can channel your passion for helping others into a medical career that is fast-paced and personally and professionally rewarding....,"Sponsored by Octapharma Plasma, Inc. - save job",save job,Octapharma Plasma,797 reviews,,,"Redford, MI 48239"
Customer Support Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-OLAAyH30PEmIsRkl3_3UqUePN7o1nURyAOYH7VqMKgf88Xh9t0o7u3qucBJwK4ygVevqm_GVQYQN9TNCOfnidgK6uOGVo8cy8fZTPBhpl5OjFlQrnRiHNK48lKdp881vpVKKaX2VED1sPBmF5ag1YIzHd7XeMnqtNFVTQnS2uCvyq-p4FAjklQstVFG-bqMAgl6kBxQenC7zsqE9E5C5_ykL0qKUKRk5JqM3iqcWxFlKHfIydM08ZsGuoXo8ehfKp2GiRNFer8YzxELipq1LZhXP6dfjHxzyLmG_AYdQ7WpgM9u85hvNpNN972HaTv8CSd2O93xjt3yxTsPFWmnvUxJTU_I3naOaPr5un9nJTspMpYI4m2OfXyrN5SfLyyfeV9OoX5EbM56C5iGN0QHAeYr6H2BMmc5MWsD5862x9z7dCY82gmCxzuIt506Tksw=&vjs=3&p=3&fvj=1,Doxim,"Bachelor's degree from college or university, or applicable experience • Minimum two years' experience using case management system (Salesforce.com preferred) •...",Sponsored - save job,save job,,,,,"Madison Heights, MI"
Boring Mill Operator/Programmer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dp9q7qPr2x5Jjii-cZCDYuAPiVL2bDdTKjfMiXWykyqhWaQvhZn00tKhPg-K2r_pPdjaPQVxE4fRMLa3MqxNMd1W4OfNXmdMbhg1P08WLcUNCgxdGzYjbn3miZXZ94KYH4EdAf3ZZPqMmjfpB6FZWXJzXkAzzxeJ7r4qGYelaakL-i2uAGXyMXlRTdV9ISDxvfQO8I7TSK-2elbzUxw6uniVFir-GaPk7I8l1Pfv-EfX0j1PCLnwPf41oPieoZuNWIlMUlM3t7Xu9vqmEQmKItQB-QN7ZdnXB0kOut-jYssTcLnXPke802Lly7Lv_YAeGpJSdH1H5YvvOBuINP5zlbQpGqlwShPO61wW5lQtJNsQoBDZyirWg4xPaEkbQFk-bUL8kDm387870lMXC38kj2GBSFVUzYnFRlfop6FgRpJdTtXctrIOfPpFCk4fEv7Cg=&vjs=3&p=4&fvj=1,PDS Services,Boring Mill Operator/programmer For a Kuraki Fanuc 15-m Horizontal Boring Mill and a Vertical PS95 Makino Machining Center. • Job Description : • 1) Sets up...,Sponsored - save job,save job,PDS Services,8 reviews,,,"Rockwood, MI"
Wheeled Vehicle Software Engineer (G),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2LP6KtwgLMWcIJbzQK4y118hUYa2NHT0ELzb4aR6nDrO9_32R0Ltakh4n1wKcp-KHrdeG9xOx3wQeH9q9kSiCLHHDZLVhrOd30q_72F-2fFiX-WDxab0HnWTTFJHz0AwqGJtPABDOIWxR9-Eb2cgT9P3LHiIOphPeq0cVXcMgdeRu39Rf8zonz0s8nM0t_u7mQp5Bc-v14wTp1qLKF82Bbazqf1wdKskfLjLtjYFZw9O81x8W4cooSruIX_bVOER9Q2zCldRt1M9gkSVOiqc8OhFyTlwbfy2NbZlRn2swPB-tGAYBPjdhVLutbsqjzcIp--E2UTskcj-C4G0J-9Nf2lKy2-T0X7VO-c4JebDBAjc-q6AszH4z4H8HSt1vv2IFgoz8nFZyldwrrl_2j2a4RbKvpWKV2uo=&vjs=3&p=5&fvj=0,General Dynamics Land Systems,Performing software requirements analysis. Developing software preliminary and detail design utilizing software design tools as specified by department...,Sponsored - save job,save job,General Dynamics Land Systems,57 reviews,,,"Sterling Heights, MI 48310"
IT Technician,https://www.indeed.com/company/MLC-Staffing/jobs/IT-Technician-c8813aaee4fda39c?fccid=c520779b5ae9652f&vjs=3,Global Manufacturing,"Software and hardware within the plant. A global automotive supplier is seeking an IT Support team member for their manufacturing location in Sterling Heights,...",11 days ago   -  save job - more...,-  save job - more...,,,"Sterling Heights, MI",11 days ago,
Junior Audio Engineer,https://www.indeed.com/rc/clk?jk=bb72de1ab4b01b78&fccid=44b0ad876cd5997d&vjs=3,ESG Automotive Inc.,"Familiarity with software development, vehicle CAN communications, electronic module packaging. What you’ll be doing:....",30+ days ago   -  save job - more...,-  save job - more...,ESG Automotive Inc.,6 reviews,"Dearborn, MI",30+ days ago,
Software Engineer,https://www.indeed.com/rc/clk?jk=b569fb6abcf0089a&fccid=72251de3d1b948be&vjs=3,Gentherm,Consult with customer concerning maintenance of software system. 2-5 years of experience in automotive embedded software development....,5 months ago   -  save job - more...,-  save job - more...,Gentherm,27 reviews,"Northville, MI 48167",5 months ago,
"Web (.NET) Developer (Troy, MI)",https://www.indeed.com/rc/clk?jk=a1990cda5cfc3ee4&fccid=390154f56ee408a3&vjs=3,"BeneSys, Inc.",Implementing new software into a production environment via our agreed upon change control processes. The Web Developer is responsible for developing new...,30+ days ago   -  save job - more...,-  save job - more...,"BeneSys, Inc.",45 reviews,"Troy, MI 48098",30+ days ago,
Food Technologist,https://www.indeed.com/rc/clk?jk=c8e04dee95c430b9&fccid=9dea9f44f7471a29&vjs=3,Little Caesars,"Computer proficiency (Microsoft Office, database, Internet and documentation software required. Also, to work under the guidance of management and a project...","Ilitch Holdings, Inc. - 30+ days ago   -  save job - more...",-  save job - more...,Little Caesars,"11,041 reviews","Detroit, MI",30+ days ago,
Researcher,https://www.indeed.com/rc/clk?jk=6baeefd46feebdb8&fccid=9c4d94664a7bb393&vjs=3,DuckerFrontier,"Familiarity with Microsoft Excel, Word and PowerPoint, some experience with market research software is a plus (e.g., Decipher). Who We Are....",2 days ago   -  save job - more...,-  save job - more...,,,"Troy, MI",2 days ago,
Software Engineering Co-Op,https://www.indeed.com/rc/clk?jk=c2949a41bb9b60d1&fccid=2f5cc8f96b89f78e&vjs=3,"MOBIS NORTH AMERICA, LLC","Objective To grow, gain knowledge, and master real world skills necessary to obtain a role within the Advanced Engineering Department. A motivated person is...",30+ days ago   -  save job - more...,-  save job - more...,"MOBIS NORTH AMERICA, LLC",18 reviews,"Plymouth, MI 48170",30+ days ago,
Sr Engineer - Software (Must be a U.S. Citizen),https://www.indeed.com/rc/clk?jk=70a0d42a89b3598a&fccid=b83c1d0f7ff6df91&vjs=3,BCS Automotive Interface Solutions,Work with 3rd party software vendors to integrate CAN communications stack software and bootloaders. Bachelor’s degree in electrical / software engineering or...,30+ days ago   -  save job - more...,-  save job - more...,,,"Farmington Hills, MI",30+ days ago,
Automotive Software Engineer,https://www.indeed.com/rc/clk?jk=407ed72c6115a944&fccid=0ebf13bbb0c41ea9&vjs=3,Envisics,"Experience in AUTOSAR software development. Proficiency in producing reliable, maintainable software. Develop software for automotive control units (ECU)....",14 days ago   -  save job - more...,-  save job - more...,,,"Rochester Hills, MI",14 days ago,
"Technical Associate, Detroit",https://www.indeed.com/rc/clk?jk=f3629a411b81dd57&fccid=8f0d606c586371b2&vjs=3,Techstars,"The Better Startup MBA? PHP, Java, .NET, Python, Objective-C, Ruby, JQuery, or design/UI/UX. As the software developer associate, you’ll work with startups to...",30+ days ago   -  save job - more...,-  save job - more...,Techstars,6 reviews,"Detroit, MI 48226 (Downtown area)",30+ days ago,
Finanical Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DETizxnTvaRkUb0Z0H47x6mY81r9OR_LckPOl_sujOZ3NjkEmMKPPdT8hFBRsXjOFg5WSEVI5DqSC093xSa7pxaPiJnIirF08VtFG6u45yffTZF7-GkctW1bEYBRrG8TYUYd6sUxU1DJVsAT7Z3nWETl02T2QcqY7BuDkE5DlZqqUqUwIyKmsknbKVcSVi-aMXf-4q-Hdu49Tw7EChRsw4O_7uI7KjAfdy2oaW1diEFRDRC5O4sPXcDSPyQk8iwKqBQdBuZb9Pq0gB1iZiFbQvv9-hpGUhd4LFXh7sYLOJIO2E92mCfMGWvAi_AmEm14PgpOknaoCRdIxbLIJbfbmLGbiX8lZC_sUBNTPM_yGwlOe2DLQ8zkBS2dfoMIJWkTyaoaQOrKrykrY_nya3xjjdVGwDISpWHAMQKo3OxoqrDyeWyT24SkJ-&vjs=3&p=1&fvj=1,Beaumont Health,Maintains and reviews benchmark data from software and/or online tools utilized within Business Services. Performs other duties as assigned....,Sponsored - save job,save job,Beaumont Health,"1,239 reviews",,,"Southfield, MI"
Kitchen Designer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D092PqcHLtVBamk8Lgs6tzsNzrCZrPbI1CqSIZtQTh-6p9EZVHdlg7FIRBK9b6s3dW_YhMgPv0x8FigZg9GlJRDhr-SjFAWQ6VgD4K5NJTc2PhSOjX_aC9QzNZwmetYxN41R7pGxL_AiRFGkmXDrwXMGORBUHEfpS9AoohchYMHh8frMjNVF7iyU3-CoGYYMBmOASE8YP90YbdSmgBCWUK7RoWLo1yR-OI4IqSJD56hFgOSK4gPHWs3ztWMLQjr209FFfHUt4HbtdC0zOz9wv86xr2XoTIAzZWp9HKuWFws5kzm6kLpJZ1NAxbW7j8EttVMs1VcQtoKkBFwQtw-fryACJRG8fKfEhmtTx5W0ZJ0_ER8uaraf_WudZl_lI6E36h2woqyF6PcAELiPMFH91uEPn8ko9rAPTuumYX45ge2BlhtP3gsfsAIcrdctzciF4=&vjs=3&p=2&fvj=1,LaFata Cabinets,"*About the Job: * LaFata Cabinets is seeking a creative and outgoing, part-time or full-time Kitchen Designer . LaFata Cabinets is a family owned and...",Sponsored - save job,save job,LaFata Cabinets,4 reviews,,,"Utica, MI 48315"
Burn Ambassador - Gym Front Desk Staff,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dj0Pfg0JSwi_4acMAXYDlNHK_ffgBQNEy0RZBtfQMdzYLfyGtQOo-qdZ3tac7yLcLCpNwfFAlASGvxmI84wT4NSX7MS8d2lcS8jjDIHyVhMLINjx-MIdPEGfq0dw5hYUFRAqrpDLhArVJwqHRuNBwFzBghZB7fQJQrTLRi4ZlMn--61RngQQ-wbq8-lr2giezxGvY-YKFEBm3vRkaeI3gkm_dNHC50GjyeH9kRRq7Z8J7hKmwlrZJi4NPLeKRTp_HSXtj6319rN0fHjSIu_dlZPj0YIvyr6eq6JQa-M5LP3XLIKZO8aNft2R_DxTcgen6wmx7UeX6-F3gzeMRqepNsKKITAtvTYnlMIOew_ImZAZbSam20LD0Rlzv9QaQo9SaNO7RHUTfwOWOI9u7mMWz0jYYbaWEH7I52O3-fSQa2PcMOQfUL_HGoNB1kgPwnOfq8ZzazYky8Lw==&vjs=3&p=3&fvj=1,Burn Boot Camp Northville,Able to easily learn and navigate software systems and maintain records. The Burn Ambassador plays a very integral and critical role at Burn Boot Camp....,Sponsored - save job,save job,,,,,"Northville, MI"
FLEET MECHANIC,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAqsd51xHKSlgP3TLd2hW2-OxFja2yfnLr_VSSm6NHpdrAkBl0IfbmQvUtI5d20gZ0eNjGpYMav7fR2347BjzeSfOTd560KIRQslE3s55Q6zr3ccMBoUWUPRuyb6q237FneZPYMoS8YqJmxwXKBHaFAWxJeLWm7NyzmozoAlRx4be_4xS5T2nbnExfE4l_nfPxYlaeNKSBy6c_n-m9FXjSKpznruPOD2YwejkRtgY-KyfBam8rUuRShz-BhmvgDee1FgXZoCur9VrKk5w1BqKiwZDAJTZGy5XkkArnJoYrnQfvvVlaY_zduQPnIsBffF2u5nzqPJrBWyJIJGEvM7m40OgGYZIVccd_T-wFWNUY_FDHCy_JBlmKO114HRDcVNSEjVb1kPe1X_Iz8E1i62r3cmum6TiF2SgznDpp3gElco-Ng2lEcz3lG2H9i_Nm7iVWiLrWqtzqFOg8su2gTQ9rmmom61AQ7az7Udbsr0uzD7qauGU0xifPXp5OBbGUVBty53REcCd_KtKGQmaoBsWQx3Gi7AHr4JL8F4ITm1JMeI4t3Bbe1-mVHeDWLmeXf6TsLQTWO5QYIODPX7KvZMk3L4ACKWEQf5I3jSADz-CZ5IamyIkxwqNKN15IbI9cHSHfcUP2flXqvfmHzGKbtjFx1y23zdPyvCGVc3pKbrF9UfRdaelncEIodyPrnc31IYaZaBDxF4bJpkbWN8N0txTxEaHTkVG7mI0=&vjs=3&p=4&fvj=0,Swift Transportation,Ability to use and learn various diagnostic software used on tractor/trailers. Primary Purpose and Essential Functions:....,Sponsored - save job,save job,Swift Transportation,"2,713 reviews",,,"Detroit, MI"
