title,title_link,location,summary,date,company,slNoUnderline,salary
Full-Stack Engineer - Matching,https://www.indeed.com/rc/clk?jk=174a1c309eca41a1&fccid=f766f8bfbc3effb7&vjs=3,"Seattle, WA 98101 (Downtown area)","Specifically in Matching team, we are looking for Software Engineers to focus on the following areas:....",30+ days ago,Uber,587 reviews,"$95,000 - $136,000 a year (Indeed est.)"
Data Analyst- Part time,https://www.indeed.com/company/Pactera-Technologies/jobs/Data-Analyst-5cc307fc69e8f845?fccid=d4f4586ed8f3d954&vjs=3,"Redmond, WA","Familiarity with Outlook, Excel, Powerpoint and basic software functionality. Basic aptitude for installing applications, and troubleshooting and addressing...",4 days ago,Pactera Technologies,17 reviews,$13 an hour
Web Developer,https://www.indeed.com/rc/clk?jk=9bab9a884d05a038&fccid=7affa64765ffaf8f&vjs=3,"Seattle, WA","A disciplined approach to software development. Make a significant impact to the success of high profile, full life-cycle projects by producing elegant & robust...",25 days ago,Perficient,52 reviews,
Sr. Software Development Engineer,https://www.indeed.com/rc/clk?jk=23386a99203c5b9a&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",Demonstrated ability to mentor other software developers to maintain architectural vision and software quality....,3 days ago,"Amazon.com Services, Inc.","32,078 reviews",
"Software Development Manager, Prime Now / AmazonFresh",https://www.indeed.com/rc/clk?jk=a5e5a16808a29c56&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews...",9 days ago,"Amazon.com Services, Inc.","32,078 reviews",
Data Scientist - Amazon Music NLU,https://www.indeed.com/rc/clk?jk=481be0099ee70bca&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Experience with Python, statistical/machine learning software. We are looking for new team members across a variety of job functions including software...",30+ days ago,"Amazon.com Services, Inc.","32,078 reviews",
ML Engineer,https://www.indeed.com/rc/clk?jk=9f1f92c3f2575bf1&fccid=734cb5a01ee60f80&vjs=3,"Redmond, WA","Familiar with debuggers, disassemblers, network protocols, file formats, sandboxes, hardware/firmware internals, software communication mechanisms....",30+ days ago,Microsoft,"5,563 reviews",
AWS Software Development Engineer,https://www.indeed.com/rc/clk?jk=0b26fc18b308d583&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",Experience designing and building complex software systems. 2+ years of professional experience in software development....,11 days ago,"Amazon.com Services, Inc.","32,078 reviews",
"Software Engineer, Security, PhD, University Graduate",https://www.indeed.com/rc/clk?jk=c4ddd59cb47dd1ee&fccid=a5b4499d9e91a5c6&vjs=3,"Kirkland, WA 98033 (Highlands area)","Experience designing and implementing software systems in Java, C, C++ and/or Python. Google's software engineers develop the next-generation technologies that...",17 days ago,Google,"2,881 reviews",
Software Developer,https://www.indeed.com/rc/clk?jk=339ee8f38f23cd8e&fccid=e8bfbf262fe50ab1&vjs=3,"Bainbridge Island, WA","2+ yrs of software development experience, and user interface development. We are a growing consulting and software development firm based in Bainbridge Island,...",19 days ago,,,"$66,000 - $98,000 a year (Indeed est.)"
Data Analyst,https://www.indeed.com/rc/clk?jk=414af7d6e861a6ce&fccid=8d93e40c1af28a9c&vjs=3,"Seattle, WA",TINYpulse [https://www.tinypulse.com/] makes truly unique software tools for businesses that treasure their most valued resource — their people. We believe...,25 days ago,TINYpulse,9 reviews,
"Developer Advocate, IoT Core",https://www.indeed.com/rc/clk?jk=830ce050613a47ea&fccid=a5b4499d9e91a5c6&vjs=3,"Seattle, WA","5 years of software engineering or development experience, with coding experience. Experience working with IoT hardware as well as software and cloud...",30+ days ago,Google,"2,881 reviews",
"AR/VR Software Engineer, Eye Tracking",https://www.indeed.com/rc/clk?jk=3c9dbb8b04c56079&fccid=1639254ea84748b5&vjs=3,"Redmond, WA",Managing external software resources. 5+ years experience working in a cross-functional software development environment that includes hardware and software...,5 months ago,Facebook,433 reviews,"$82,000 - $123,000 a year (Indeed est.)"
Staff Software Engineer,https://www.indeed.com/rc/clk?jk=30404d565b6ec544&fccid=d7bd935bd17bc575&vjs=3,"Tacoma, WA","Infoblox is seeking a Staff Software Engineer to join our team in Tacoma, WA. The Staff Software Engineer will be expected to build and maintain the...",3 days ago,Infoblox,34 reviews,"$89,000 - $133,000 a year (Indeed est.)"
Desktop Support Technician,https://www.indeed.com/rc/clk?jk=ed33cbeedfbf327e&fccid=ec4e318dcca5fa55&vjs=3,"Bellevue, WA","We have successfully delivered IT migration and automation software solutions to more than 6.5 million end users across 31,000 customers in 155 countries....",2 hours ago,BitTitan,8 reviews,
Front End Web Developer,https://www.indeed.com/rc/clk?jk=c657fc38b85e9a0b&fccid=d20089461baac8c6&vjs=3,"Bellevue, WA",5+ years designing and developing enterprise software. Translate UI/UX design wireframes into actual code that will produce the visual elements of the software....,28 days ago,,,"$80,000 - $118,000 a year (Indeed est.)"
Game - Quality Assurance,https://www.indeed.com/rc/clk?jk=ba2f8287e94dc036&fccid=0476c9808dd13b39&vjs=3,"Redmond, WA","Experience in video games, 3D and/or immersive realtime software experiences. 2-3 years of experience in functional testing....",25 days ago,,,
"Software Development Engineer, AWS billing platform (Seattle...",https://www.indeed.com/rc/clk?jk=fbb84116c091ae4c&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",3+ years professional experience in software development. Knowledge of professional software engineering practices & best practices for the full software...,30+ days ago,"Amazon Web Services, Inc.","32,078 reviews",
Zillow Offers - Software Development Engineer,https://www.indeed.com/rc/clk?jk=332b12dc114dcb19&fccid=913e1b259c8d65e2&vjs=3,"Seattle, WA 98101 (Downtown area)","As a seasoned software engineer, you will be responsible for all phases of the development cycle:. We are looking for a strong technical contributor with a...",4 months ago,Zillow Group,94 reviews,"$116,000 - $174,000 a year (Indeed est.)"
Full Stack Developer,https://www.indeed.com/rc/clk?jk=1fcbdfac25be9164&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",5+ years of overall software development experience in both front end and back end technologies. Bachelor’s degree in Computer Science or equivalent work...,30+ days ago,"Amazon Web Services, Inc.","32,078 reviews",
XR Engineer,https://www.indeed.com/rc/clk?jk=a9d7d49876d0bf07&fccid=194eef4c168b8cc5&vjs=3,"Bellevue, WA","Engineer manual and automated testing, bug fixing, and software maintenance. Epic Games is searching for experienced XR engineer to enhance and maintain the XR...",28 days ago,Epic Games,30 reviews,
Web Developer,https://www.indeed.com/rc/clk?jk=2f9dd3420fb9f2c7&fccid=545f304e598bd033&vjs=3,"Bellevue, WA","5+ years of software development, with strong object-oriented analysis and design. From full enterprise architecture consulting, software development and...",30+ days ago,,,
Systems Engineer - Entry Level,https://www.indeed.com/rc/clk?jk=6155caeec6fe073d&fccid=aeb15e43a6800b9d&vjs=3,"Silverdale, WA 98315",Do you have experience with software tools and applications? The coolest jobs on this planet… or any other… are with Lockheed Martin Space....,24 days ago,LOCKHEED MARTIN CORPORATION,"6,804 reviews","$59,000 - $92,000 a year (Indeed est.)"
Business Systems Analyst - Seattle Pacific University,https://www.indeed.com/rc/clk?jk=1d7e09c3ce266113&fccid=cdac375a0855ac57&vjs=3,"Seattle, WA",Enterprise Software Systems. Software and System Security. Maintains expertise in SPU's enterprise software portfolio....,30+ days ago,Seattle Pacific University,46 reviews,"$65,000 - $80,000 a year"
"Manager, Software Development",https://www.indeed.com/rc/clk?jk=d78960476fb32ef4&fccid=3d51e7e4c3c6759e&vjs=3,"Seattle, WA 98188",Software Development Manager (Fleet Web Applications). Set and monitor expectations and metrics on software quality....,3 days ago,Zonar Systems,19 reviews,"$123,000 - $177,000 a year (Indeed est.)"
Technology Specialist,https://www.indeed.com/rc/clk?jk=03fec11380ac10bb&fccid=3b6bf500a6749588&vjs=3,"Bellevue, WA","If you’re a smartphone user then you are part of an ever more connected and digital world. At Amdocs, we are leading the digital revolution into the future....",4 days ago,amdocs,955 reviews,"$72,000 - $104,000 a year (Indeed est.)"
Software Engineer 2 - Machine Learning,https://www.indeed.com/rc/clk?jk=7ee388ef54db1a9e&fccid=1fea2a7d8e897821&vjs=3,"Seattle, WA 98121 (Belltown area)",3+ years of software development experience building and operating high traffic web services and platforms....,5 months ago,zulily,405 reviews,"$97,000 - $130,000 a year (Indeed est.)"
Programmer Analyst,https://www.indeed.com/rc/clk?jk=23d7cca7d4ea68bc&fccid=3490019c76ebc8cf&vjs=3,"Bellevue, WA","Location: Bellevue, WA Gather and analyze user requirements.Perform functional and system analysis, feasibility and design studies. Design creative solutions...",30+ days ago,Ramp Group,2 reviews,
Software Engineer,https://www.indeed.com/rc/clk?jk=9448c45296c2c725&fccid=c55db4831d1046f1&vjs=3,"Redmond, WA","We are looking for a Software Engineer! Analyze, evaluate, design, develop, integrate, debug and test real-time AR and VR software for advanced prototypes and...",30+ days ago,Denali Advanced Integration,27 reviews,"$82,000 - $123,000 a year (Indeed est.)"
Internship opportunities for Ph.D. students: Software Engine...,https://www.indeed.com/rc/clk?jk=e93c53702ae8b886&fccid=734cb5a01ee60f80&vjs=3,"Redmond, WA","Strong software development skills, aptitude for process design Microsoft is an equal opportunity employer and supports workforce diversity....",30+ days ago,Microsoft,"5,563 reviews",
Software Configuration Engineer,https://www.indeed.com/rc/clk?jk=95365eb7edec13c3&fccid=a16950eb8ed4ad91&vjs=3,"Seattle, WA",1+ year of experience doing initial triage on software test failures. Experience writing or modifying software applications in C++ or C#....,17 days ago,,,
Sr. Software Development Engineer,https://www.indeed.com/rc/clk?jk=27cb049364e937a3&fccid=160efb82f2462f14&vjs=3,"Bellevue, WA 98004 (Downtown area)","Experienced Java and/or python developer with exceptional software system design, problem solving, and object-oriented coding skills....",6 days ago,Expedia,688 reviews,
Wireless System Engineer,https://www.indeed.com/rc/clk?jk=9e5e538074f34058&fccid=1639254ea84748b5&vjs=3,"Redmond, WA","Develop functionality requirement and end-to-end simulation to specify use case KPIs and facilitate system hardware and software development and integration,...",30+ days ago,Facebook,433 reviews,
"Embedded Software Engineer, Amazon Scout",https://www.indeed.com/rc/clk?jk=6f9999dd1a3eb0a3&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",Can mentor other software developers to maintain architectural vision and software quality. 3+ years of software development experience....,10 days ago,"Amazon.com Services, Inc.","32,078 reviews",
Software Engineer (Python/Java),https://www.indeed.com/rc/clk?jk=3660625765828882&fccid=dfc44f3b8c44a6db&vjs=3,"Seattle, WA",Perform day to day localization software engineering work for software user interface and documentation. You will work with our software team to develop an end...,30+ days ago,Cisco Careers,"4,641 reviews","$93,000 - $139,000 a year (Indeed est.)"
Software Engineering Manager,https://www.indeed.com/company/Indeed/jobs/Software-Engineering-Manager-8e91dc0693b50066?fccid=d6ef41e202aa2c0b&vjs=3,"Seattle, WA",The desire to solve tough problems with quality software at scale. You have led engineering teams and earned the respect of talented software developers....,17 days ago,Indeed,405 reviews,"$113,000 - $162,000 a year (Indeed est.)"
Software Development Engineer - Prime Video Recommendations...,https://www.indeed.com/rc/clk?jk=9323c68e88aadbd0&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA","Your responsibilities will include all aspects of software development. 3+ years of technical experience as software developer, or related role....",24 days ago,"Amazon.com Services, Inc.","32,078 reviews",
Java Developer,https://www.indeed.com/rc/clk?jk=2b0d253f50a557bf&fccid=966de58ae08ea9af&vjs=3,"Bellevue, WA",Proven hands-on Software Development experience. Prepare and produce releases of software components. You will be part of a talented software team that works on...,14 days ago,Avenir IT Solutions,2 reviews,"$86,000 - $124,000 a year (Indeed est.)"
Senior Software Developer - AdLightning,https://www.indeed.com/rc/clk?jk=558c36642f5b3d95&fccid=949a879c22012c1b&vjs=3,"Seattle, WA","Knowledge of software engineering best practices for the software development life cycle, including coding standards, code reviews, source code management (Git,...",21 days ago,,,"$107,000 - $143,000 a year (Indeed est.)"
Software Development Engineer - Advertising Analytics,https://www.indeed.com/rc/clk?jk=1d102761890f5ed5&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",3+ years of non-internship professional software. Programming experience with at least one modern....,30+ days ago,"Amazon.com Services, Inc.","32,078 reviews",
Software Engineer II - Database Design,https://www.indeed.com/rc/clk?jk=9bd8779b7df45dda&fccid=6b1f64ade51f4574&vjs=3,"Seattle, WA 98109 (Westlake area)","Support software DevOps activities. Software Engineer II -Database Design. Scientific, computer vision, and other numerical software to process those data;...",5 days ago,Allen Institute,5 reviews,"$114,000 - $153,000 a year (Indeed est.)"
Software Project Manager,https://www.indeed.com/rc/clk?jk=93972230155efc51&fccid=13cd9b8f06a7604e&vjs=3,"Seattle, WA","Thorough understanding of Agile software development methodologies, values and procedures. Currently, we are searching for a Software Project Manager to join...",3 days ago,,,
